"DATE","DESCRIPTION","AMOUNT","ID","MEMO","CURRENT BALANCE"
"04/25/2022","DB DEBIT - 4-23-2022, 372PEPSIVEN9147678600    MANCHESTER   NH,AUTH# 605655 DEBIT CARD DEBIT","-$1.85","QwBCAFYAawB5AEYAYQBlAGYAOQB4AFgAawA2AE0ASQAyAGcAWABtAHUAQQA9AD0A","","$19,581.72"
"04/22/2022","WITHDRAWAL ATM 0422 1144 730949 33 COLISEUM AVE         NASHUA       NH","-$23.50","VABqAFkATABqAFgAZABJAGkANABZAG8AbQBkAEQAdwBrADQAWAB2AEEAQQA9AD0A","","$19,583.57"
"04/20/2022","ELECTRONIC DEPOSIT - AGENUS INC      DIRECT DEP220422","$1,843.90","NgBGAEIAMABiAE8ALwB1AFIAOQBYAGoAOQBMAHUAbgBHAE4AWQBNAFIAZwA9AD0A","","$19,607.07"
"04/20/2022","DB DEBIT - 4-19-2022, PULSE SOLUTIONS          HTTPSPULSEGROCA,AUTH# 974473 DEBIT CARD DEBIT","-$50.00","cABFAEwANgB6ADgAVABoAGsAZQBsADAAYgBJAFkAcgBEAHEAcQA2AEcAQQA9AD0A","","$17,763.17"
"04/18/2022","WITHDRAWAL ATM 0418 1530 235845 420 MIDDLESEX ROAD      TYNGSBOROUGH MA","-$58.00","MQBtAGIAQgBYAGoAVgA1AEMANABRAEUAQgBFAEoASQBnAC8AbABGADAAUQA9AD0A","","$17,813.17"
"04/18/2022","DB DEBIT - 4-17-2022, APPLE.COM/BILL           408-974-1010 CA,AUTH# 449054 DEBIT CARD DEBIT","-$2.99","YwBGAEMAUgBwADIAYgBSAGQARQBjAFMAbQBGAEcAbQBIAGIAMgA4AEMAdwA9AD0A","","$17,871.17"
"04/15/2022","DB DEBIT - 4-15-2022, APPLE.COM/BILL           866-712-7753 CA,AUTH# 932350 DEBIT CARD DEBIT","-$4.99","QwA2AGUAeAB6AGwAaQBQAG8AVQB0AEYASABLADkAaAAwAEcAcgBPAHYAZwA9AD0A","","$17,874.16"
"04/15/2022","WITHDRAWAL POS 0415 1259 168366 7-ELEVEN                NASHUA       NH","-$10.99","VwBOAEQAWAAxAHcASQBUAEkAUQAyAHkAcwBQAHoAcgB0AHQAOABDADUAUQA9AD0A","","$17,879.15"
"04/14/2022","DB DEBIT - 4-14-2022, SHELL SERVICE STATION    NASHUA       NH,AUTH# 552958 DEBIT CARD DEBIT","-$12.76","VwA5AG0ARgB3ADMAOABXAGwAVABrADMAVwBIAEkAeABoAEQAMABsAHEAQQA9AD0A","","$17,890.14"
"04/14/2022","DB DEBIT - 4-13-2022, EAST BROOK FITNESS       MANSFIELD CENCT,AUTH# 520447 DEBIT CARD DEBIT","-$13.77","SwB3AEQASwBuAEcAYwBGADMATQByAGkAWgBUAEUAUwBnADgAZgA4AC8AQQA9AD0A","","$17,902.90"
"04/12/2022","WITHDRAWAL ATM 0412 1447 180322 420 MIDDLESEX ROAD      TYNGSBOROUGH MA","-$58.00","cwAvACsAcQBKAHYAaABaAFgANwBMAEMAeQA4AGIAeQBGAGoAMwB0AG8AUQA9AD0A","","$17,916.67"
"04/12/2022","DB DEBIT - 4-12-2022, DOORDASH*POPEYES         WWW.DOORDASH.CA,AUTH# 553222 DEBIT CARD DEBIT","-$24.45","KwBzADkATgBPAGcANgBxAEYAWgAwADAATABCADkAagArAEIAZQAyAHMAQQA9AD0A","","$17,974.67"
"04/11/2022","DB DEBIT - 4-11-2022, TST* MARGARITA S - NASH  NASHUA       NH,AUTH# 167311 DEBIT CARD DEBIT","-$33.86","SABRAFIAaABnAFgAVQBlAHYASgB2AFoASQB0AEsAVwB3AEIAcgBOACsAdwA9AD0A","","$17,999.12"
"04/11/2022","DB DEBIT - 4-10-2022, VENMO*                   VISA DIRECT  NY,AUTH# 931311 DEBIT CARD DEBIT","-$30.00","VgBXAG8AMwBBAEwATABuAHEAcgBzAE4AVwBvADYAUwBlAFAASgBrADYAdwA9AD0A","","$18,032.98"
"04/11/2022","DB DEBIT - 4-10-2022, GRUBHUBWINGSOVERSTORR    GRUBHUB.COM  NY,AUTH# 887329 DEBIT CARD DEBIT","-$29.61","RgAwAEgANwA2AEcAQgBMAHAAOAA0AHUAdwBGAEoAVgBaAHIAYgBHAGkAdwA9AD0A","","$18,062.98"
"04/09/2022","DB DEBIT - 4-09-2022, SUBWAY 56                STORRS       CT,AUTH# 407402 DEBIT CARD DEBIT","-$12.75","aQBYAHoALwBiAEEAWABoAFIAcQByADIAMABVAGYAdQBRAFQAbgBzADAAUQA9AD0A","","$18,092.59"
"04/09/2022","WITHDRAWAL POS 0409 1913 466377 MANSFIELD XTRA MART     STORRS       CT","-$31.64","UABmADQAZQBRAHoAMQBGAE4AaQBvAFgALwBjAGwASwAxAFUAYgB0AFcAZwA9AD0A","","$18,105.34"
"04/08/2022","WITHDRAWAL ATM 0408 1403 530721 116 WEST PEARL STREET   NASHUA       NH","-$63.00","TQA4AFIAeQBIAEEAcQBpAGgARgBOAGsARQBSAHMAVABzAC8AUgBiAHgAdwA9AD0A","","$18,136.98"
"04/06/2022","ELECTRONIC DEPOSIT - AGENUS INC      DIRECT DEP220408","$1,843.89","VwBvAHgAUgBPAG0AVAArAGQAbQBqADAAQwBUAFIAMABoAEcAWQBVADIAQQA9AD0A","","$18,199.98"
"04/06/2022","WITHDRAWAL POS 0406 1528 230579 WENDYS                  NASHUA       NH","-$14.72","TgBFAHgASQAvADIAWgBJAGEASgBQAG0ASwBJAE0ARwBnADEAZgBVAGQAQQA9AD0A","","$16,356.09"
"04/06/2022","DB DEBIT - 4-06-2022, DOORDASH*POPEYES         WWW.DOORDASH.CA,AUTH# 525062 DEBIT CARD DEBIT","-$25.09","dgBhAE8ASABWAFkATAAwACsANgBvAGkAQwBOAG0AMwAwADAAbgBzAHQAZwA9AD0A","","$16,370.81"
"04/05/2022","DB DEBIT - 4-05-2022, DOORDASH DASHPASS        WWW.DOORDASH.CA,AUTH# 634482 DEBIT CARD DEBIT","-$9.99","TQBMAE4AUQBjAGsARwB6AG8AZwBBAHIATwBKAHcAVQBPAHYAbQBvAEsAZwA9AD0A","","$16,395.90"
"04/05/2022","ELECTRONIC DEPOSIT - IRS  TREAS 310    TAX REF 040822","$475.00","MgAyADAAVgBwAFYAUQAwAE0ARwBlAHMARAAzAGEALwBkADgAWgB0AG8AUQA9AD0A","","$16,405.89"
"04/04/2022","DB DEBIT - 4-04-2022, VENMO*                   VISA DIRECT  NY,AUTH# 84663 DEBIT CARD DEBIT","-$57.00","ZABSADQANAA3AEQASgAvAC8AOABjAFMAbQBKAEMAVwBoAEkAZgBwAHAAQQA9AD0A","","$15,930.89"
"04/04/2022","ELECTRONIC WITHDRAWAL SUBSCRIPTION    ACORNS    040422","-$3.00","SwBtAHEAQwBWAFkAaQBKAG4AUQBuADgARABzAGoAQwBKAEYAdABCAFoAQQA9AD0A","","$15,987.89"
"04/04/2022","TRANSFER TO MBR 5136510 ACCT 5 MONTHLY TRANSFER TO FREE CHECKING - ","-$56.16","eQBzADMANABvAEMAcgBiADcAQgA2ADgAWABCAGoAVwBrAGwARABMAEEAUQA9AD0A","NISSAN INSURANCE","$15,990.89"
"04/04/2022","DB DEBIT - 4-03-2022, SQ *MOFONGO RESTAURANT   WINDSOR      CT,AUTH# 420326 DEBIT CARD DEBIT","-$2.79","LwBVAHMAMQBuADUAbABjAHMAWgBiAHMARgBwAGEAeQAwAHoAZwAyADcAUQA9AD0A","","$16,047.05"
"04/04/2022","DB DEBIT - 4-03-2022, SQ *MOFONGO RESTAURANT   WINDSOR      CT,AUTH# 415098 DEBIT CARD DEBIT","-$13.94","cQBEADgATAArADQAWgB3AEwAdwA5AE0AdABTAEsAaAAvAEUASQBOAFYAUQA9AD0A","","$16,049.84"
"04/04/2022","DB DEBIT - 4-03-2022, APPLE.COM/BILL           866-712-7753 CA,AUTH# 747807 DEBIT CARD DEBIT","-$7.99","YQBOAGkARQBmAGkARABpAHAATgAvAEIAdgBaAGoAOQBwAGMAUQBtAHMAdwA9AD0A","","$16,063.78"
"04/04/2022","DB DEBIT - 4-03-2022, SUBWAY 43470             EAST WINDSOR CT,AUTH# 851929 DEBIT CARD DEBIT","-$20.38","QQBoAEYAagBCAEUAVAB2AEEAMwBSAEMAQwBxAGwAeABaADQAUQBBAGEAQQA9AD0A","","$16,071.77"
"04/02/2022","DB DEBIT - 4-02-2022, SHELL SERVICE STATION    NASHUA       NH,AUTH# 759730 DEBIT CARD DEBIT","-$50.47","MgBOADUASAA3ADkANwBDAGYAWgBTAGIAawBkAHYAWgBTAEUAMgBFAFMAQQA9AD0A","","$16,092.15"
"04/01/2022","DB DEBIT - 4-01-2022, LINODE                   855-454-6633 PA,AUTH# 519730 DEBIT CARD DEBIT","-$5.00","agBwAHkARwB1ADEARQBPAHUAdABEADgAMwBBAGkAagBMAG8AUgB6ADQAQQA9AD0A","","$16,142.62"
"04/01/2022","WITHDRAWAL ATM 0401 1446 850579 420 MIDDLESEX ROAD      TYNGSBOROUGH MA","-$58.00","egB2ADUAOABpAEUASwBtAGwAOABFAEMAbgB5AGcAUgBVAG4ASgA0AEQAZwA9AD0A","","$16,147.62"
"04/01/2022","DB DEBIT - 4-01-2022, SHELL SERVICE STATION    NASHUA       NH,AUTH# 809016 DEBIT CARD DEBIT","-$10.20","YwBaAE4ANQBiAHYASABNAHUASgBpAEYAQwBMAFcARQBmAEUALwB4AGEAQQA9AD0A","","$16,205.62"
"03/31/2022","INC TAX - INCOME TAX WITHHOLDING INCOME TAX WITHHOLDING","-$0.33","bQBiAG4AUwB6AEIAegBvAHEAdQBVAG4AUABnADMAKwBLADUASwBxAFEAUQA9AD0A","","$16,215.82"
"03/31/2022","DIVIDEND","$1.41","TgBqAEwAUgBYADEAaQBaAEEARwB1AGUAVgBOAHEASQAyAE0ANgB3AGsAdwA9AD0A","","$16,216.15"
"03/31/2022","DB DEBIT - 3-31-2022, DOORDASH*POPEYES         WWW.DOORDASH.CA,AUTH# 429157 DEBIT CARD DEBIT","-$25.09","bQBHAFIAMwA2AE0AUQA5AFEAaABJAFcALwArADcAZQBlAFkATgBYAHAAUQA9AD0A","","$16,214.74"
"03/28/2022","DB DEBIT - 3-27-2022, SMOKERS HAVEN 3          CONCORD      NH,AUTH# 648963 DEBIT CARD DEBIT","-$39.98","cgAzAFAAUgBnAFQASgBKADQATQBGAE8AMwBoAGIAcwBmAE0ATwBQAFAAQQA9AD0A","","$16,239.83"
"03/28/2022","DB DEBIT - 3-26-2022, SUSHI HOUSE              ROCKY HILL   CT,AUTH# 158330 DEBIT CARD DEBIT","-$144.10","SQBoAC8AUQBzAFEAKwBFAEMARAAzAFkAegBNAGsAZQBOAGYAdwBsAGEAdwA9AD0A","","$16,279.81"
"03/28/2022","WITHDRAWAL POS 0327 1420 563768 HIR LLC                 WINDSOR      CT","-$15.33","SABEAFEAUgBRAHoAdABnACsAdgBtAGkAbwBvAFQAYwBwAGgARwBIAFMAUQA9AD0A","","$16,423.91"
"03/28/2022","DB DEBIT - 3-26-2022, ISAACS BAGEL CAFE LLC    860-8161281  CT,AUTH# 894337 DEBIT CARD DEBIT","-$3.00","SgB0AHQANQBvAG0AcQBIAFQAaABjAHoAMwByAGIATwAzAGQAWgBCAHEAQQA9AD0A","","$16,439.24"
"03/28/2022","DB DEBIT - 3-25-2022, BLOOMFIELD VILLAGE PIZZ  BLOOMFIELD   CT,AUTH# 445605 DEBIT CARD DEBIT","-$28.56","cgB2AGcAOABVAE8AWQBQAG0AawBqAFcAYQA3ADUAQwBEAFcAZgBmAGsAZwA9AD0A","","$16,442.24"
"03/26/2022","DB DEBIT - 3-25-2022, CINEPOLIS WESTHARTFORD   WEST HARTFORDCT,AUTH# 485175 DEBIT CARD DEBIT","-$21.01","VgBMAE8AMgBNAHQASABJAFkAMgA4ADUAdwB5AEoAMQBSADYAUAA3AGoAdwA9AD0A","","$16,470.80"
"03/25/2022","DB DEBIT - 3-25-2022, VENMO*                   VISA DIRECT  NY,AUTH# 385966 DEBIT CARD DEBIT","-$15.00","OABRACsAYgBPAFAAcwBqAG0ARQB2AEYAVQA5AEUAcgBEAFEAMQBQAE0AdwA9AD0A","","$16,491.81"
"03/25/2022","DB DEBIT - 3-25-2022, VENMO*                   VISA DIRECT  NY,AUTH# 87928 DEBIT CARD DEBIT","-$730.00","aQB2AGcAdQBvAEYAVgBYAGwAbABmAEQATwA1ACsAUwAyAFUAZgBCAHMAdwA9AD0A","","$16,506.81"
"03/25/2022","DB DEBIT - 3-25-2022, VENMO*                   VISA DIRECT  NY,AUTH# 41295 DEBIT CARD DEBIT","-$1,470.00","SQA3AG4ASABhAFYAUgBZAGgAWgBPAHgAYQBUAEQASwAxADUAagBJAHQAdwA9AD0A","","$17,236.81"
"03/24/2022","ELECTRONIC DEPOSIT - AGENUS INC      DIRECT DEP220325","$1,843.89","YwBxADAAUwBpAHIANgBrAHYAdQBHAFIAbAByAFcANQArAFUAWgBFAGQAdwA9AD0A","","$18,706.81"
"03/23/2022","WITHDRAWAL ATM 0323 1247 759757 33 COLISEUM AVE         NASHUA       NH","-$23.50","cABxAFoAZwBWAEcAVgBWAE0AbQBQAEwAZgBsAEYARQBoAG8AOABLAGwAQQA9AD0A","","$16,862.92"
"03/22/2022","WITHDRAWAL ATM 0322 1529 235512 420 MIDDLESEX ROAD      TYNGSBOROUGH MA","-$58.00","NABQAFIAZgB0AHkAUABxAHQARwBOAFMAaAAxAHoAVwBRADYAdQBrAHYAQQA9AD0A","","$16,886.42"
"03/22/2022","DB DEBIT - 3-22-2022, SHELL SERVICE STATION    NASHUA       NH,AUTH# 226484 DEBIT CARD DEBIT","-$21.16","cQBCAGUAOABNADcAeABiAGUAUABTAFIAMgBiAHEAcwAxAG8AWAAwAEEAZwA9AD0A","","$16,944.42"
"03/21/2022","DB DEBIT - 3-19-2022, PULSE SOLUTIONS          HTTPSPULSEGROCA,AUTH# 476301 DEBIT CARD DEBIT","-$50.00","TQBpAFAAZgBHAGcARQBXAGMAVgBrAHQAYQBZAHMAVQBFAFkATwA1AHkAUQA9AD0A","","$16,965.58"
"03/19/2022","DB DEBIT - 3-19-2022, DOORDASH*POPEYES         WWW.DOORDASH.CA,AUTH# 568886 DEBIT CARD DEBIT","-$36.22","UgAzAFgAdwB6ADIARQBPAGsANwBQAEwAVwA1AHcAdgB3AHAAYwBDAEcAZwA9AD0A","","$17,015.58"
"03/18/2022","DB DEBIT - 3-18-2022, APPLE.COM/BILL           866-712-7753 CA,AUTH# 580454 DEBIT CARD DEBIT","-$2.99","dgBsAFoAeAB3AE4ANQBkAEkAUwBYAHQALwA1AFkAVQBVAGQAYwBWADQAUQA9AD0A","","$17,051.80"
"03/17/2022","DB DEBIT - 3-17-2022, DOORDASH*POPEYES         WWW.DOORDASH.CA,AUTH# 134239 DEBIT CARD DEBIT","-$27.85","NQA0AE4AVgBOAHUATgBNAFgAbAAvADUAcQBCADgAegBMAE0ANABHADgAdwA9AD0A","","$17,054.79"
"03/15/2022","WITHDRAWAL ATM 0315 1749 659403 420 MIDDLESEX ROAD      TYNGSBOROUGH MA","-$58.00","dQBhAEgANQBNAEIANQBFAE0AegBkAG0AagBCAC8AegBjAGMATABzAGsAQQA9AD0A","","$17,082.64"
"03/15/2022","DB DEBIT - 3-15-2022, APPLE.COM/BILL           866-712-7753 CA,AUTH# 309578 DEBIT CARD DEBIT","-$4.99","MgBkAHMAZgBRAEkASgBqAFMANwAyAGQAMQBFADYAbgBrADAAQQAwADQAZwA9AD0A","","$17,140.64"
"03/14/2022","WITHDRAWAL ATM 0314 1739 035481 116 WEST PEARL STREET   NASHUA       NH","-$43.00","QwB2AHgAUQBsAGoAdABEAGkAOQA5AGkAWABrAGUARABwAHIAYgBFAHkAUQA9AD0A","","$17,145.63"
"03/14/2022","DB DEBIT - 3-13-2022, EAST BROOK FITNESS       MANSFIELD CENCT,AUTH# 992119 DEBIT CARD DEBIT","-$13.77","dgBXAEoAUQBnAHcALwBQAEIAOABDADEAdAArAGEATAB3AEgAawA2AEQAQQA9AD0A","","$17,188.63"
"03/14/2022","DB DEBIT - 3-13-2022, AMC 0812 TYNGSBORO 12    TYNGSBORO    MA,AUTH# 456847 DEBIT CARD DEBIT","-$17.95","bQByAHoAQgByADQAeABBAEsAaQBXAEQAWgA5AFMAZAByAEsAYwBMADMAZwA9AD0A","","$17,202.40"
"03/14/2022","DB DEBIT - 3-13-2022, AMC ONLINE 9640          8884404262   KS,AUTH# 388740 DEBIT CARD DEBIT","-$31.56","bABhAFEATAB5AEEAWAAxAEcAOQA1AFMAWQBUAEcALwB5AFkAYQBEAG0AdwA9AD0A","","$17,220.35"
"03/11/2022","DB DEBIT - 3-11-2022, DATACAMP INC.            929-3529727  NY,AUTH# 923297 DEBIT CARD DEBIT","-$139.00","aABZAFMAVABPAGIAWABWAFoAVwAzADIARABLAC8AZQByAHQAMwBUAG8AdwA9AD0A","","$17,251.91"
"03/11/2022","DB DEBIT - 3-11-2022, DOORDASH*MCDONALDS       WWW.DOORDASH.CA,AUTH# 556355 DEBIT CARD DEBIT","-$33.66","NQBTAHMAUwBkAHYALwAyAEYAeQB5AGwAcwBXADAAdAB2AHUAYwBTAEIAQQA9AD0A","","$17,390.91"
"03/09/2022","ELECTRONIC DEPOSIT - AGENUS INC      DIRECT DEP220311","$1,843.89","VwByAFoALwA5AFYAUgBYAGsAbgB0AFQAWQBGAFkAdQBSADIAcQBnAGMAUQA9AD0A","","$17,424.57"
"03/07/2022","WITHDRAWAL ATM 0307 1253 397980 420 MIDDLESEX ROAD      TYNGSBOROUGH MA","-$128.00","SgBWAG0AagBYAHQAcQBlAEQAVABWAEIAUgBYADEANABaAGcANgBMAC8AZwA9AD0A","","$15,580.68"
"03/07/2022","DB DEBIT - 3-06-2022, MCDONALD S F21757        NASHUA       NH,AUTH# 22545 DEBIT CARD DEBIT","-$20.71","MwAxAEEAdwBwAE4AWQB2AFAAQgAvAEsAbwBPADcAZQB2ADEAawBZAEEAUQA9AD0A","","$15,708.68"
"03/05/2022","DB DEBIT - 3-05-2022, DOORDASH DASHPASS        WWW.DOORDASH.CA,AUTH# 523478 DEBIT CARD DEBIT","-$9.99","NAA2AHEAcQBuAHYARABDAHoALwBDAGEAaABQADMAWABCAHYASwB1AHcAUQA9AD0A","","$15,729.39"
"03/05/2022","DB DEBIT - 3-05-2022, APPLE.COM/BILL           866-712-7753 CA,AUTH# 564862 DEBIT CARD DEBIT","-$7.99","ZgAyACsAdgA2AGoAbwBkAFQARQA0AG0AUgBXAG8ANgAzAFUAaQB6AHMAZwA9AD0A","","$15,739.38"
"03/04/2022","TRANSFER TO MBR 5136510 ACCT 5 03/04/2022 07:07 863596. NISSAN INSURANCE - ","-$56.16","cwBMAEMAeQBRAHYAMgBGADgAZABQAFkAZwBVADAAegBvAFoAYgBnAEQAUQA9AD0A","","$15,747.37"
"03/04/2022","ELECTRONIC WITHDRAWAL SUBSCRIPTION    ACORNS    030422","-$3.00","KwBPAHgATABtAGEAeQBKADcAdgBYAEEAbgAxAHoAcQB2AHMAOABQAC8AUQA9AD0A","","$15,803.53"
"03/03/2022","WITHDRAWAL ATM 0303 1418 729310 420 MIDDLESEX ROAD      TYNGSBOROUGH MA","-$58.00","bgByAGgAVgBYAEoAQgBWAGkATgBEAGsAcABQADEAaAA1AGEAZwBIADAAUQA9AD0A","","$15,806.53"
"03/03/2022","DB DEBIT - 3-03-2022, SHELL SERVICE STATION    NASHUA       NH,AUTH# 720369 DEBIT CARD DEBIT","-$16.17","MAA0ADEAVgBhADIAbABkAGsAawBEAEgANwA5AE4AMwBzAHoAcwBtADgAZwA9AD0A","","$15,864.53"
"03/03/2022","DB DEBIT - 3-03-2022, HANNAFORD #8186          NASHUA       NH,AUTH# 714967 DEBIT CARD DEBIT","-$31.08","YgBkAHMARwBzAEcATQBFADcAcwArAGgAdQB5AFQAQgBZAE4AdQBXAEYAQQA9AD0A","","$15,880.70"
"03/01/2022","DB DEBIT - 3-01-2022, LINODE                   855-454-6633 PA,AUTH# 84455 DEBIT CARD DEBIT","-$5.00","TQBRAHEAZwB2AFUAUwBqADkAcQA3AHEAUwBDAG4AbABRAGgANAB5ADcAUQA9AD0A","","$15,911.78"
"02/28/2022","INC TAX - INCOME TAX WITHHOLDING INCOME TAX WITHHOLDING","-$0.26","aQAwAFEAbgBWAHcAbwBOAGEAeQBJAGMAYwB0AGQAMwBBAC8ARwAxAFgAdwA9AD0A","","$15,916.78"
"02/28/2022","DIVIDEND","$1.11","VgBsAGYAUQBhAHAAbwBzAGUAUAA5AG4AYQBRAFIASgAxAHIANwAvAEQAUQA9AD0A","","$15,917.04"
"02/26/2022","WITHDRAWAL ATM 0226 1459 426929 420 MIDDLESEX ROAD      TYNGSBOROUGH MA","-$58.00","VwAwAEIAVgBuAGsAVwB1AEUAKwAvADQAKwBQAGIAbAB3AHAAawBoADIAdwA9AD0A","","$15,915.93"
"02/25/2022","DB DEBIT - 2-25-2022, AGI*TMO SERVICE FEE      866-866-6285 PA,AUTH# 977523 DEBIT CARD DEBIT","-$99.00","VgBJAGEANABWAGoAUgBKAGcAdQBwADEAWgBjAHoAUABHAFEAbABuAHAAQQA9AD0A","","$15,973.93"
"02/24/2022","DB DEBIT - 2-24-2022, NINTENDO    *AMERICAUS   800-255-3700 WA,AUTH# 687161 DEBIT CARD DEBIT","-$7.99","LwBXAHAALwBoAFYARABXAGIAeQBKACsAMwA3ADEAWQBiAFEAaAB1AGwAQQA9AD0A","","$16,072.93"
"02/24/2022","DB DEBIT - 2-24-2022, DOORDASH*MCDONALDS       WWW.DOORDASH.CA,AUTH# 744599 DEBIT CARD DEBIT","-$31.30","TABKAEkAUgBXAEwALwB0ADYANwBlAC8ASAB3AE0AawBTAE8AQwA0AGwAUQA9AD0A","","$16,080.92"
"02/23/2022","ELECTRONIC DEPOSIT - AGENUS INC      DIRECT DEP220225","$1,843.88","dAB5ADUATgAzAFEATQBPAHoAdQBhAFoARABaAEYAcgB0AGgAaQBjAFgAUQA9AD0A","","$16,112.22"
"02/22/2022","WITHDRAWAL ATM 0220 1413 653886 420 MIDDLESEX ROAD      TYNGSBOROUGH MA","-$158.00","SwBCAGIAMwBEAFMAWQAvAHIAYQAvAEEAcgA0AEcAcABNAHcAZAA1AEwAUQA9AD0A","","$14,268.34"
"02/22/2022","DB DEBIT - 2-19-2022, PULSE SOLUTIONS          HTTPSPULSEGROCA,AUTH# 173273 DEBIT CARD DEBIT","-$50.00","SQBoAGIATQBUAFoARABqAFUAZgB4AFUAeABoAG0AMQBSAHUAWgBRAHQAZwA9AD0A","","$14,426.34"
"02/19/2022","DB DEBIT - 2-19-2022, DOORDASH*MCDONALDS       WWW.DOORDASH.CA,AUTH# 638265 DEBIT CARD DEBIT","-$29.91","MQA3AEMASgB4AFIASgBHAFQAegA3AFMATgBpAG4AVgBRAGUAMgBwAEgAUQA9AD0A","","$14,476.34"
"02/17/2022","WITHDRAWAL ATM 0217 1529 663732 420 MIDDLESEX RD        TYNGSBORO    MA","-$63.25","bgB1AGUAeABlADEAUgBBADQAcQBEAGgAUQBBAEsAUgBxADEAQwB3AGwAUQA9AD0A","","$14,506.25"
"02/17/2022","DB DEBIT - 2-17-2022, SHELL SERVICE STATION    NASHUA       NH,AUTH# 640788 DEBIT CARD DEBIT","-$10.21","QgBoAE8AdwBkAFAAegB4ADYAawBLAEgAOAAyAHAAQQB1AFQASwA1ADUAZwA9AD0A","","$14,569.50"
"02/17/2022","DB DEBIT - 2-17-2022, APPLE.COM/BILL           866-712-7753 CA,AUTH# 369439 DEBIT CARD DEBIT","-$2.99","ZgBiAGkAdgB3AG8AOABkAGIAUgBqAEEASwBBADcANwBEAGIAUAByAFQAUQA9AD0A","","$14,579.71"
"02/16/2022","DB DEBIT - 2-15-2022, APPLE.COM/BILL           408-974-1010 CA,AUTH# 154704 DEBIT CARD DEBIT","-$4.99","dgAyAE0AVgBsAG4ATgA2AEgANQBFAG0AeQBPAGEAQwBkAE8ANAA3AHMAQQA9AD0A","","$14,582.70"
"02/15/2022","WITHDRAWAL ATM 0215 1704 465663 116 WEST PEARL STREET   NASHUA       NH","-$23.00","eABIADQATABaAG4AbgB1ADMANQBWAEUAdgBvAGgAMgBaAGkAeQBsAEIAQQA9AD0A","","$14,587.69"
"02/15/2022","DB DEBIT - 2-15-2022, NINTENDO    *AMERICAUS   800-255-3700 WA,AUTH# 45749 DEBIT CARD DEBIT","-$59.99","MgB3AGgARgAvAGIARQBqADEAOQBDAGIARgA5ADAAQgBwAGYAdwBDAGUAZwA9AD0A","","$14,610.69"
"02/14/2022","DB DEBIT - 2-13-2022, EAST BROOK FITNESS       MANSFIELD CENCT,AUTH# 238368 DEBIT CARD DEBIT","-$13.77","dQBUAEcAZQBUAGUAbQBYADIANQBCADkASABjAHAAQwBzADMAaQBwAEgAZwA9AD0A","","$14,670.68"
"02/14/2022","DB DEBIT - 2-13-2022, SHELL SERVICE STATION    NASHUA       NH,AUTH# 343269 DEBIT CARD DEBIT","-$16.48","eABzAEsAdABHADIAbABCADYAegB0AHEAcwBGAGQAYgBMAGkAZgBuAFAAQQA9AD0A","","$14,684.45"
"02/14/2022","DB DEBIT - 2-13-2022, THE HOME DEPOT #3484     NASHUA       NH,AUTH# 80495 DEBIT CARD DEBIT","-$32.54","UQBoAC8AbwBYAGgAeABOAEkAdgBGAFYAQwA5AEMAYQBQAHgASAB4AE8AZwA9AD0A","","$14,700.93"
"02/12/2022","WITHDRAWAL POS 0212 1612 617823 WAL WAL-MART SUPER 00003AMHERST      NH","-$66.80","dwA5ADkAagBUAEQAagAxAEMAdQA5AGgAcQB0AE4AVABHAGkAbABaADkAZwA9AD0A","","$14,733.47"
"02/12/2022","DB DEBIT - 2-12-2022, SHELL SERVICE STATION    NASHUA       NH,AUTH# 590880 DEBIT CARD DEBIT","-$15.24","WABXAEkAdwBFAFcARwBoAGsAZgBwADMAZQBDAEgARgBjAHEAdQArAEYAdwA9AD0A","","$14,800.27"
"02/10/2022","WITHDRAWAL ATM 0210 1756 282468 420 MIDDLESEX ROAD      TYNGSBOROUGH MA","-$58.00","ZwBiAGwAZgBTADkAWABxAG0AZwA4AEIAUgBDADYAdABDAE0AZABGAHQAUQA9AD0A","","$14,815.51"
"02/09/2022","ELECTRONIC DEPOSIT - AGENUS INC      DIRECT DEP220211","$1,843.90","ZAByAGQAVAAxAFcAMABHAGIATABpAHoASQBSAG0AcQBSAFEAaQBGAHYAdwA9AD0A","","$14,873.51"
"02/08/2022","DB DEBIT - 2-08-2022, SUBWAY 11588             WOLCOTT      CT,AUTH# 957145 DEBIT CARD DEBIT","-$11.69","cgBsAGwASABoAGMAYQBVAEgAVwBJAEoAMgBFAGYAagBhACsAawBYADkAdwA9AD0A","","$13,029.61"
"02/07/2022","DB DEBIT - 2-08-2022, VENMO*                   VISA DIRECT  NY,AUTH# 547615 DEBIT CARD DEBIT","-$200.00","OABiADcASwBEAGIAUwBSAG8AUQBzAGoANABxAEUAMABiACsAdABuADgAUQA9AD0A","","$13,041.30"
"02/07/2022","DB DEBIT - 2-05-2022, DOORDASH DASHPASS        WWW.DOORDASH.CA,AUTH# 228655 DEBIT CARD DEBIT","-$9.99","bABaAFoAVABoAGgAMQBkADUAbwBSADEAWABjAGsAQwBuAHUAYwBGAHEAUQA9AD0A","","$13,241.30"
"02/04/2022","ELECTRONIC WITHDRAWAL SUBSCRIPTION    ACORNS    020422","-$3.00","RwBmAFAAegBtAHYAYgBuAFgAZQBOAEMAZgBLAHYAWQBwAFcARABDAHAAUQA9AD0A","","$13,251.29"
